2-level
homogeneous many small
&& size_20000/random_tree_3 6553.728363 524744
&& size_25000/random_tree_1 9230.127119 796781
&& size_25000/random_tree_2 7171.014062 716811
&& size_25000/random_tree_3 13687.051730 584572
&& size_5000/random_tree_1 7178.899456 52779
&& size_5000/random_tree_2 5013.587893 78255
&& size_5000/random_tree_3 7190.519630 121957
&& size_5000/random_tree_3 7190.519630 121921
/work/kulagins/tree-scheduler/real_Trees/random_trees/all_large
blabla
&& size_10000/random_tree_1 119197.379810 570860
&& size_10000/random_tree_10 184540.157108 763748
&& size_10000/random_tree_2 227863.571798 653290
&& size_10000/random_tree_3 189915.473372 719618
&& size_10000/random_tree_4 205739.464424 635006
&& size_10000/random_tree_5 150855.217979 828592
&& size_10000/random_tree_6 181051.151483 657076
&& size_10000/random_tree_7 221523.640842 785297
&& size_10000/random_tree_8 193119.486580 723100
&& size_10000/random_tree_9 225105.730084 606250
&& size_2000/random_tree_1 109398.918629 43085
&& size_2000/random_tree_10 74746.340503 30190
&& size_2000/random_tree_2 81368.476813 31046
&& size_2000/random_tree_3 101452.758562 35366
&& size_2000/random_tree_4 105088.893685 110976
&& size_2000/random_tree_5 57669.368860 35812
&& size_2000/random_tree_6 104816.040493 35775
&& size_2000/random_tree_7 104111.139211 35641
&& size_2000/random_tree_8 78018.928907 34530
&& size_2000/random_tree_9 101127.002025 80601
&& size_20000/random_tree_1 262434.186454 2179902
&& size_20000/random_tree_2 285006.607221 2269610
&& size_20000/random_tree_3 383284.573521 2452007
&& size_20000/random_tree_4 251630.259934 2525538
&& size_20000/random_tree_5 311897.520029 2434698
&& size_30000/random_tree_1 486029.357715 5365408
&& size_30000/random_tree_2 427372.434405 4918848
&& size_30000/random_tree_3 470129.271769 5948426
&& size_30000/random_tree_4 407536.219866 5129204
&& size_30000/random_tree_5 361475.918141 5604597
&& size_4000/random_tree_1 154649.854448 116415
&& size_4000/random_tree_10 131782.086953 102615
&& size_4000/random_tree_2 92405.274652 116280
&& size_4000/random_tree_3 129150.741873 119775
&& size_4000/random_tree_4 102194.090355 110884
&& size_4000/random_tree_5 89382.709250 154191
&& size_4000/random_tree_6 138406.649229 117395
&& size_4000/random_tree_7 112698.775470 100285
&& size_4000/random_tree_8 144887.467939 116802
&& size_4000/random_tree_9 115721.592946 127988
&& size_50000/random_tree_1 737333.602842 17140195
&& size_50000/random_tree_2 742183.571558 14282846
&& size_50000/random_tree_3 572116.867604 16200661
&& size_50000/random_tree_4 623323.437399 16383318
&& size_50000/random_tree_5 768441.840548 14822675
&& size_50000/random_tree_5 768441.840548 14802930
/work/kulagins/tree-scheduler/real_Trees/random_trees/large_makespan_weights
blabla
&& size_10000/random_tree_1 33332.999684 334886
&& size_10000/random_tree_10 51015.191898 415638
&& size_10000/random_tree_2 52404.826281 271551
&& size_10000/random_tree_3 47216.256699 1104239
&& size_10000/random_tree_4 21401.721654 604267
&& size_10000/random_tree_5 19841.858736 1388591
&& size_10000/random_tree_6 15742.423375 2175581
&& size_10000/random_tree_7 48322.883854 272975
&& size_10000/random_tree_8 43560.317900 1184728
&& size_10000/random_tree_9 49949.063116 862846
&& size_2000/random_tree_1 33211.271928 33698
&& size_2000/random_tree_10 15520.711752 25798
&& size_2000/random_tree_2 31165.197722 33618
&& size_2000/random_tree_3 45343.357622 35528
&& size_2000/random_tree_4 26909.628824 60662
&& size_2000/random_tree_5 33141.060449 57498
&& size_2000/random_tree_6 34092.952041 74187
&& size_2000/random_tree_7 46978.566464 15481
&& size_2000/random_tree_8 27297.722652 23842
&& size_2000/random_tree_9 32401.321527 37266
&& size_20000/random_tree_1 45616.494060 4325465
&& size_20000/random_tree_2 50651.718847 2441825
&& size_20000/random_tree_3 22105.661348 5582030
&& size_20000/random_tree_4 36957.226963 1431942
&& size_20000/random_tree_5 24421.283284 7331152
&& size_30000/random_tree_1 59459.215234 5245396
&& size_30000/random_tree_2 63699.212632 17416080
&& size_30000/random_tree_3 39573.806589 3571471
&& size_30000/random_tree_4 29095.792088 4577528
&& size_30000/random_tree_5 42102.083078 14005123
&& size_4000/random_tree_1 21109.826776 44028
&& size_4000/random_tree_10 42927.987822 113398
&& size_4000/random_tree_2 44617.859956 95550
&& size_4000/random_tree_3 43577.828840 115363
&& size_4000/random_tree_4 36459.937301 72198
&& size_4000/random_tree_5 31290.648993 157864
&& size_4000/random_tree_6 36805.573232 196580
&& size_4000/random_tree_7 22116.092757 254354
&& size_4000/random_tree_8 27145.256567 200268
&& size_4000/random_tree_9 19351.745565 92160
&& size_50000/random_tree_1 50461.484453 13157882
&& size_50000/random_tree_2 47054.384082 40601843
&& size_50000/random_tree_3 61152.855231 14399408
&& size_50000/random_tree_4 71073.352653 10361394
&& size_50000/random_tree_5 30904.512919 3781375
&& size_50000/random_tree_5 30904.512919 3773771
/work/kulagins/tree-scheduler/real_Trees/random_trees/20_children
blabla
&& size_10000/random_tree_1 8650.175052 290991
&& size_10000/random_tree_2 5596.394768 192866
&& size_10000/random_tree_3 8312.221120 353902
&& size_15000/random_tree_1 6877.005600 403616
&& size_15000/random_tree_2 7456.051208 348404
&& size_15000/random_tree_3 5239.827525 377036
&& size_20000/random_tree_1 12765.105241 549740
&& size_20000/random_tree_2 13166.309088 695546
&& size_20000/random_tree_3 14064.175756 986725
&& size_25000/random_tree_1 6725.751669 1099372
&& size_25000/random_tree_2 13315.469587 992196
&& size_25000/random_tree_3 7192.759993 883513
&& size_5000/random_tree_1 5582.392243 54117
&& size_5000/random_tree_2 6672.672804 77807
&& size_5000/random_tree_3 3883.430171 79810
&& size_5000/random_tree_3 3883.430171 79849
/work/kulagins/tree-scheduler/real_Trees/random_trees/all_small
blabla
&& size_10000/random_tree_1 650.255861 204847
&& size_10000/random_tree_10 510.496661 216672
&& size_10000/random_tree_2 682.327060 321024
&& size_10000/random_tree_3 559.187003 220049
&& size_10000/random_tree_4 759.604226 211536
&& size_10000/random_tree_5 951.960065 579017
&& size_10000/random_tree_6 445.311433 368462
&& size_10000/random_tree_7 837.352334 667720
&& size_10000/random_tree_8 430.878984 284014
&& size_10000/random_tree_9 785.274534 332719
&& size_2000/random_tree_1 365.289356 40859
&& size_2000/random_tree_10 471.618491 37152
&& size_2000/random_tree_2 405.625408 33992
&& size_2000/random_tree_3 518.059676 19539
&& size_2000/random_tree_4 216.332816 28035
&& size_2000/random_tree_5 468.064994 12771
&& size_2000/random_tree_6 411.132619 44959
&& size_2000/random_tree_7 578.157237 22157
&& size_2000/random_tree_8 551.843726 18325
&& size_2000/random_tree_9 289.033465 42980
&& size_20000/random_tree_1 859.649080 526481
&& size_20000/random_tree_2 948.453899 937670
&& size_20000/random_tree_3 937.661489 764839
&& size_20000/random_tree_4 1188.913202 740828
&& size_20000/random_tree_5 817.247179 805633
&& size_30000/random_tree_1 1176.459981 1411390
&& size_30000/random_tree_2 1689.457247 1542717
&& size_30000/random_tree_3 1219.038457 1228838
&& size_30000/random_tree_4 1464.676223 1449530
&& size_30000/random_tree_5 1427.212485 1419680
&& size_4000/random_tree_1 388.316612 181045
&& size_4000/random_tree_10 596.024084 46365
&& size_4000/random_tree_2 461.171340 74542
&& size_4000/random_tree_3 650.310661 174912
&& size_4000/random_tree_4 681.699277 58903
&& size_4000/random_tree_5 640.941586 139062
&& size_4000/random_tree_6 615.008596 169765
&& size_4000/random_tree_7 456.804497 42804
&& size_4000/random_tree_8 300.843042 49320
&& size_4000/random_tree_9 524.856602 64984
&& size_50000/random_tree_1 1591.066379 4165348
&& size_50000/random_tree_2 1693.924825 3481082
&& size_50000/random_tree_3 1700.595948 5941025
&& size_50000/random_tree_4 1649.666207 7172971
&& size_50000/random_tree_5 1300.065576 3496991
&& size_50000/random_tree_5 1300.065576 3489537
/work/kulagins/tree-scheduler/real_Trees/random_trees/large_node_weights
blabla
&& size_10000/random_tree_1 9501.659333 515318
&& size_10000/random_tree_10 9145.170261 168502
&& size_10000/random_tree_2 6172.523444 295978
&& size_10000/random_tree_3 6846.640682 250483
&& size_10000/random_tree_4 7703.040020 479775
&& size_10000/random_tree_5 9481.582969 330396
&& size_10000/random_tree_6 9497.909865 1269695
&& size_10000/random_tree_7 7046.015750 371466
&& size_10000/random_tree_8 7013.920704 227202
&& size_10000/random_tree_9 8721.106556 357386
&& size_2000/random_tree_1 5620.140335 47016
&& size_2000/random_tree_10 2442.924941 61484
&& size_2000/random_tree_2 3921.083731 117258
&& size_2000/random_tree_3 2018.824017 34262
&& size_2000/random_tree_4 2993.911446 37991
&& size_2000/random_tree_5 2600.433989 65962
&& size_2000/random_tree_6 4698.679381 30135
&& size_2000/random_tree_7 2060.926194 108522
&& size_2000/random_tree_8 3423.944706 39263
&& size_2000/random_tree_9 5804.890914 15914
&& size_20000/random_tree_1 12664.170716 1015627
&& size_20000/random_tree_2 8230.995103 698038
&& size_20000/random_tree_3 11876.356869 674786
&& size_20000/random_tree_4 14120.010737 7950211
&& size_20000/random_tree_5 10368.883717 689695
&& size_30000/random_tree_1 9126.715248 2042173
&& size_30000/random_tree_2 7049.223446 2523659
&& size_30000/random_tree_3 11775.280754 1849968
&& size_30000/random_tree_4 13619.115777 2366787
&& size_30000/random_tree_5 15018.379399 1402026
&& size_4000/random_tree_1 5940.017374 124208
&& size_4000/random_tree_10 4342.477913 107668
&& size_4000/random_tree_2 4496.114340 317163
&& size_4000/random_tree_3 4773.200890 98708
&& size_4000/random_tree_4 4347.968474 326902
&& size_4000/random_tree_5 5451.737515 124511
&& size_4000/random_tree_6 4561.594314 239001
&& size_4000/random_tree_7 3451.578881 82311
&& size_4000/random_tree_8 6715.504885 61765
&& size_4000/random_tree_9 4520.027349 81753
&& size_50000/random_tree_1 17454.119644 4270831
&& size_50000/random_tree_2 15198.023136 4099119
&& size_50000/random_tree_3 13793.111541 6885274
&& size_50000/random_tree_4 17870.700537 7998130
&& size_50000/random_tree_5 12799.558421 4860993
&& size_50000/random_tree_5 12799.558421 4855840
/work/kulagins/tree-scheduler/real_Trees/random_trees/3_children
blabla
&& size_10000/random_tree_1 3670.484925 194348
&& size_10000/random_tree_2 6855.091051 228676
&& size_10000/random_tree_3 6317.687548 544462
&& size_15/random_tree_1 2245.123210 52
&& size_15000/random_tree_1 10090.245666 359556
&& size_15000/random_tree_2 10172.126311 367444
&& size_15000/random_tree_3 9309.911781 450457
&& size_20/random_tree_1 4253.203671 65
&& size_20000/random_tree_1 7902.506939 674006
&& size_20000/random_tree_2 6281.501948 604354
&& size_20000/random_tree_3 6734.997810 657467
&& size_25000/random_tree_1 12993.839599 1127319
&& size_25000/random_tree_2 8227.131750 1280768
&& size_25000/random_tree_3 7441.177372 879026
&& size_5000/random_tree_1 5412.573943 90210
&& size_5000/random_tree_2 6914.888733 89330
&& size_5000/random_tree_3 4297.346526 175221
&& size_5000/random_tree_3 4297.346526 175286
/work/kulagins/tree-scheduler/real_Trees/random_trees/large_edge_weights
blabla
&& size_10000/random_tree_1 124860.235739 3959171
&& size_10000/random_tree_10 93633.039901 3765725
&& size_10000/random_tree_2 164283.699730 3923803
&& size_10000/random_tree_3 101389.374415 3995655
&& size_10000/random_tree_4 138312.446925 3897990
&& size_10000/random_tree_5 128515.016974 3844938
&& size_10000/random_tree_6 111843.657714 3895951
&& size_10000/random_tree_7 92590.870464 3811507
&& size_10000/random_tree_8 112678.623691 3719401
&& size_10000/random_tree_9 145001.887934 3907027
&& size_2000/random_tree_1 26610.830144 166429
&& size_2000/random_tree_10 28135.984323 149910
&& size_2000/random_tree_2 29132.181061 151040
&& size_2000/random_tree_3 19983.263020 158241
&& size_2000/random_tree_4 23941.336835 154007
&& size_2000/random_tree_5 39519.372982 164793
&& size_2000/random_tree_6 30977.643756 159271
&& size_2000/random_tree_7 23241.349978 157327
&& size_2000/random_tree_8 30640.475218 148245
&& size_2000/random_tree_9 35464.434426 162303
&& size_20000/random_tree_1 319918.903610 15654326
&& size_20000/random_tree_2 245748.883584 15859308
&& size_20000/random_tree_3 288019.516644 16016461
&& size_20000/random_tree_4 347201.293294 15730071
&& size_20000/random_tree_5 193710.743742 15603146
&& size_30000/random_tree_1 364412.785926 38451395
&& size_30000/random_tree_2 299690.973263 37663543
&& size_30000/random_tree_3 301181.577688 36500099
&& size_30000/random_tree_4 313773.027019 36364705
&& size_30000/random_tree_5 402721.008321 37164690
&& size_4000/random_tree_1 51832.332136 622306
&& size_4000/random_tree_10 93252.222019 675723
&& size_4000/random_tree_2 67431.197614 627010
&& size_4000/random_tree_3 49066.547184 592619
&& size_4000/random_tree_4 47275.667826 635807
&& size_4000/random_tree_5 52906.331423 599599
&& size_4000/random_tree_6 59377.534310 624246
&& size_4000/random_tree_7 43746.704082 617663
&& size_4000/random_tree_8 47901.805471 611906
&& size_4000/random_tree_9 48027.756011 618158
&& size_50000/random_tree_1 436647.336932 104352330
&& size_50000/random_tree_2 807199.032793 106538233
&& size_50000/random_tree_3 678925.259768 107066135
&& size_50000/random_tree_4 556803.916456 107974270
&& size_50000/random_tree_5 754343.556979 109562102
&& size_50000/random_tree_5 754343.556979 109783687
small with extra output
2-level
heterogeneous
&& dump.0.1.amd.Dehghani.light_in_tissue-1873.tree.nf 155980.084667 24777265
&& dump.1.3.metis.IPSO.HTC_336_4438-2534.tree.nf 23526.750000 75820440
&& dump.1.4.metis.IPSO.HTC_336_4438-2534.tree.nf 34224.553333 62974867
&& dump.0.1.amd.Bova.rma10-374.tree.nf 353630.502667 7614201
&& dump.0.1.amd.IPSO.HTC_336_4438-2534.tree.nf 39368.832000 1486957305
&& dump.0.1.amd.MaxPlanck.shallow_water1-2261.tree.nf 526678.726000 512569164
&& dump.0.1.amd.QY.case39-2136.tree.nf 63170.918000 14104331
&& dump.0.1.amd.TSOPF.TSOPF_RS_b300_c3-2239.tree.nf 998426.022000 116825647
&& dump.0.1.metis.Boeing.ct20stif-356.tree.nf 2990936.696000 13464613
&& dump.0.1.metis.Bova.rma10-374.tree.nf 260724.610000 6270136
&& dump.0.1.metis.CPM.cz40948-2567.tree.nf 958.067333 27200662
&& dump.0.1.metis.DNVS.shipsec5-1280.tree.nf 36960824.831333 263380349
&& dump.0.1.metis.FEMLAB.sme3Dc-932.tree.nf 2697725.978000 9319081
&& dump.0.1.metis.Goodwin.rim-447.tree.nf 45999.924000 4030146
&& dump.0.1.metis.HVDC.hvdc2-1875.tree.nf 12367.113333 29161500
&& dump.0.1.metis.Schenk_IBMSDS.matrix_9-959.tree.nf 50962803.550667 544644100
&& dump.0.1.metis.Schmid.thermal1-1402.tree.nf 115710.388667 286734404
&& dump.0.1.metis.Shyy.shyy161-809.tree.nf 159802.266667 294541614
&& dump.0.1.metis.Wang.wang4-833.tree.nf 2117447.601333 29714817
&& dump.0.1.metis.Watson.Baumann-1855.tree.nf 6780649.463333 573744634
&& dump.1.1.amd.QY.case39-2136.tree.nf 85919.838000 10736001
&& dump.1.1.metis.CPM.cz40948-2567.tree.nf 979.670000 13574262
&& dump.1.1.metis.IPSO.HTC_336_4438-2534.tree.nf 21387.772000 110752792
&& dump.1.2.amd.QY.case39-2136.tree.nf 87017.080000 8178574
&& dump.1.3.amd.QY.case39-2136.tree.nf 89094.240000 6062273
&& dump.1.3.metis.Schenk_IBMNA.c-big-1579.tree.nf 65542413.877334 157891503
&& dump.1.4.metis.Schenk_IBMNA.c-big-1579.tree.nf 66602349.166668 30931519
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.810000 35893281
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.810000 35911664
homogeneous many small
&& dump.0.1.amd.Dehghani.light_in_tissue-1873.tree.nf 298460.206667 24714369
&& dump.1.3.metis.IPSO.HTC_336_4438-2534.tree.nf 33557.361333 171527907
&& dump.1.4.metis.IPSO.HTC_336_4438-2534.tree.nf 34224.553333 61964110
&& dump.0.1.amd.Bova.rma10-374.tree.nf 353630.502667 7805364
&& dump.0.1.amd.IPSO.HTC_336_4438-2534.tree.nf 106517.678000 1754345410
&& dump.0.1.amd.MaxPlanck.shallow_water1-2261.tree.nf 1279742.782000 511765602
&& dump.0.1.amd.QY.case39-2136.tree.nf 58740.855333 15353549
&& dump.0.1.amd.TSOPF.TSOPF_RS_b300_c3-2239.tree.nf 998426.022000 120316811
&& dump.0.1.metis.Boeing.ct20stif-356.tree.nf 2990936.696000 13653687
&& dump.0.1.metis.Bova.rma10-374.tree.nf 260724.610000 6324080
&& dump.0.1.metis.CPM.cz40948-2567.tree.nf 1780.928000 27310338
&& dump.0.1.metis.DNVS.shipsec5-1280.tree.nf 36960824.831333 258397690
&& dump.0.1.metis.FEMLAB.sme3Dc-932.tree.nf 2697725.978000 9493948
&& dump.0.1.metis.Goodwin.rim-447.tree.nf 79762.484000 4105882
&& dump.0.1.metis.HVDC.hvdc2-1875.tree.nf 15328.544667 36984011
&& dump.0.1.metis.Schenk_IBMSDS.matrix_9-959.tree.nf 50962803.550667 563485979
&& dump.0.1.metis.Schmid.thermal1-1402.tree.nf 103884.028000 287492411
&& dump.0.1.metis.Shyy.shyy161-809.tree.nf 172277.547333 294190981
&& dump.0.1.metis.Wang.wang4-833.tree.nf 2117447.601333 30050682
&& dump.0.1.metis.Watson.Baumann-1855.tree.nf 7197859.913333 576604624
&& dump.1.1.amd.QY.case39-2136.tree.nf 142232.175333 11317788
&& dump.1.1.metis.CPM.cz40948-2567.tree.nf 1295.548667 13642073
&& dump.1.1.metis.IPSO.HTC_336_4438-2534.tree.nf 21387.772000 110783339
&& dump.1.2.amd.QY.case39-2136.tree.nf 143097.892000 8436000
&& dump.1.3.amd.QY.case39-2136.tree.nf 144710.873333 6155617
&& dump.1.3.metis.Schenk_IBMNA.c-big-1579.tree.nf 65542413.877334 158692187
&& dump.1.4.metis.Schenk_IBMNA.c-big-1579.tree.nf 66602349.166668 31562582
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 159335.026000 37088280
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 159335.026000 37106760
homogeneous few big
&& dump.0.1.amd.Dehghani.light_in_tissue-1873.tree.nf 155980.084667 24720300
&& dump.1.3.metis.IPSO.HTC_336_4438-2534.tree.nf 23527.738000 76233178
&& dump.1.4.metis.IPSO.HTC_336_4438-2534.tree.nf 34231.978000 63104022
&& dump.0.1.amd.Bova.rma10-374.tree.nf 355253.842000 7651184
&& dump.0.1.amd.IPSO.HTC_336_4438-2534.tree.nf 39560.520000 1481463005
&& dump.0.1.amd.MaxPlanck.shallow_water1-2261.tree.nf 526678.776667 512851172
&& dump.0.1.amd.QY.case39-2136.tree.nf 76345.856000 14119774
&& dump.0.1.amd.TSOPF.TSOPF_RS_b300_c3-2239.tree.nf 999005.022000 118790622
&& dump.0.1.metis.Boeing.ct20stif-356.tree.nf 2990936.696000 13472488
&& dump.0.1.metis.Bova.rma10-374.tree.nf 260724.610000 6267154
&& dump.0.1.metis.CPM.cz40948-2567.tree.nf 1055.492000 27240252
&& dump.0.1.metis.DNVS.shipsec5-1280.tree.nf 36960836.051333 257396107
&& dump.0.1.metis.FEMLAB.sme3Dc-932.tree.nf 2697725.978000 9169641
&& dump.0.1.metis.Goodwin.rim-447.tree.nf 45999.924000 4035505
&& dump.0.1.metis.HVDC.hvdc2-1875.tree.nf 12367.118000 29045544
&& dump.0.1.metis.Schenk_IBMSDS.matrix_9-959.tree.nf 50962803.736667 547375344
&& dump.0.1.metis.Schmid.thermal1-1402.tree.nf 115710.394667 285925540
&& dump.0.1.metis.Shyy.shyy161-809.tree.nf 159802.266667 295172541
&& dump.0.1.metis.Wang.wang4-833.tree.nf 2117447.601333 29776744
&& dump.0.1.metis.Watson.Baumann-1855.tree.nf 6780649.463333 575217611
&& dump.1.1.amd.QY.case39-2136.tree.nf 104406.696000 10745364
&& dump.1.1.metis.CPM.cz40948-2567.tree.nf 1078.122000 13583498
&& dump.1.1.metis.IPSO.HTC_336_4438-2534.tree.nf 21388.094000 110665181
&& dump.1.2.amd.QY.case39-2136.tree.nf 105790.500667 8180045
&& dump.1.3.amd.QY.case39-2136.tree.nf 108348.796667 6080838
&& dump.1.3.metis.Schenk_IBMNA.c-big-1579.tree.nf 65542428.176001 159239342
&& dump.1.4.metis.Schenk_IBMNA.c-big-1579.tree.nf 66602417.633334 31477988
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.816000 35902648
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.816000 35908750
3-level
heterogeneous
terminate called after throwing an instance of 'nlohmann::detail::parse_error'
  what():  [json.exception.parse_error.101] parse error at line 1, column 1: syntax error while parsing value - unexpected end of input; expected '[', '{', or a literal
/work/kulagins/tree-scheduler/runscript-nobiggest-newconfiguration.sh: Zeile 12: 2786654 Abgebrochen             (Speicherabzug geschrieben) ./main ./real_Trees/trees/ treesListNoBiggest.txt 1 0 2 -1 0 ./cluster_27proc_1-1,5-3.json
homogeneous many small
&& dump.0.1.amd.Dehghani.light_in_tissue-1873.tree.nf 298460.206667 24776572
&& dump.1.3.metis.IPSO.HTC_336_4438-2534.tree.nf 33557.361333 170633916
&& dump.1.4.metis.IPSO.HTC_336_4438-2534.tree.nf 34224.553333 62026947
&& dump.0.1.amd.Bova.rma10-374.tree.nf 353630.502667 7806789
&& dump.0.1.amd.IPSO.HTC_336_4438-2534.tree.nf 106517.678000 1753193541
&& dump.0.1.amd.MaxPlanck.shallow_water1-2261.tree.nf 1279742.782000 511164166
&& dump.0.1.amd.QY.case39-2136.tree.nf 58740.855333 15342002
&& dump.0.1.amd.TSOPF.TSOPF_RS_b300_c3-2239.tree.nf 998426.022000 120262581
&& dump.0.1.metis.Boeing.ct20stif-356.tree.nf 2990936.696000 13705213
&& dump.0.1.metis.Bova.rma10-374.tree.nf 260724.610000 6330011
&& dump.0.1.metis.CPM.cz40948-2567.tree.nf 1780.928000 27317236
&& dump.0.1.metis.DNVS.shipsec5-1280.tree.nf 36960824.831333 260041277
&& dump.0.1.metis.FEMLAB.sme3Dc-932.tree.nf 2697725.978000 9497996
&& dump.0.1.metis.Goodwin.rim-447.tree.nf 79762.484000 4105504
&& dump.0.1.metis.HVDC.hvdc2-1875.tree.nf 15328.544667 37024006
&& dump.0.1.metis.Schenk_IBMSDS.matrix_9-959.tree.nf 50962803.550667 564213231
&& dump.0.1.metis.Schmid.thermal1-1402.tree.nf 103884.028000 288119018
&& dump.0.1.metis.Shyy.shyy161-809.tree.nf 172277.547333 294287790
&& dump.0.1.metis.Wang.wang4-833.tree.nf 2117447.601333 30050930
&& dump.0.1.metis.Watson.Baumann-1855.tree.nf 7197859.913333 576362337
&& dump.1.1.amd.QY.case39-2136.tree.nf 142232.175333 11324705
&& dump.1.1.metis.CPM.cz40948-2567.tree.nf 1295.548667 13658816
&& dump.1.1.metis.IPSO.HTC_336_4438-2534.tree.nf 21387.772000 111010189
&& dump.1.2.amd.QY.case39-2136.tree.nf 143097.892000 8436277
&& dump.1.3.amd.QY.case39-2136.tree.nf 144710.873333 6154811
&& dump.1.3.metis.Schenk_IBMNA.c-big-1579.tree.nf 65542413.877334 158962325
&& dump.1.4.metis.Schenk_IBMNA.c-big-1579.tree.nf 66602349.166668 31416412
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 159335.026000 37114028
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 159335.026000 37124909
homogeneous average average
&& dump.0.1.amd.Dehghani.light_in_tissue-1873.tree.nf 155980.084667 24800797
&& dump.1.3.metis.IPSO.HTC_336_4438-2534.tree.nf 23527.738000 77139376
&& dump.1.4.metis.IPSO.HTC_336_4438-2534.tree.nf 34231.978000 63322596
&& dump.0.1.amd.Bova.rma10-374.tree.nf 355253.842000 7642271
&& dump.0.1.amd.IPSO.HTC_336_4438-2534.tree.nf 39560.520000 1589857688
&& dump.0.1.amd.MaxPlanck.shallow_water1-2261.tree.nf 526678.776667 514249398
&& dump.0.1.amd.QY.case39-2136.tree.nf 76345.856000 14131423
&& dump.0.1.amd.TSOPF.TSOPF_RS_b300_c3-2239.tree.nf 999005.022000 118790685
&& dump.0.1.metis.Boeing.ct20stif-356.tree.nf 2990936.696000 13474727
&& dump.0.1.metis.Bova.rma10-374.tree.nf 260724.610000 6283427
&& dump.0.1.metis.CPM.cz40948-2567.tree.nf 1055.492000 27248569
&& dump.0.1.metis.DNVS.shipsec5-1280.tree.nf 36960836.051333 261464211
&& dump.0.1.metis.FEMLAB.sme3Dc-932.tree.nf 2697725.978000 9191373
&& dump.0.1.metis.Goodwin.rim-447.tree.nf 45999.924000 4046273
&& dump.0.1.metis.HVDC.hvdc2-1875.tree.nf 12367.118000 29409771
&& dump.0.1.metis.Schenk_IBMSDS.matrix_9-959.tree.nf 50962803.736667 549203742
&& dump.0.1.metis.Schmid.thermal1-1402.tree.nf 115710.394667 286148128
&& dump.0.1.metis.Shyy.shyy161-809.tree.nf 159802.266667 295725198
&& dump.0.1.metis.Wang.wang4-833.tree.nf 2117447.601333 29800166
&& dump.0.1.metis.Watson.Baumann-1855.tree.nf 6780649.463333 579879640
&& dump.1.1.amd.QY.case39-2136.tree.nf 104406.696000 10765133
&& dump.1.1.metis.CPM.cz40948-2567.tree.nf 1078.122000 13594580
&& dump.1.1.metis.IPSO.HTC_336_4438-2534.tree.nf 21388.094000 111044926
&& dump.1.2.amd.QY.case39-2136.tree.nf 105790.500667 8181771
&& dump.1.3.amd.QY.case39-2136.tree.nf 108348.796667 6097066
&& dump.1.3.metis.Schenk_IBMNA.c-big-1579.tree.nf 65542428.176001 160760692
&& dump.1.4.metis.Schenk_IBMNA.c-big-1579.tree.nf 66602417.633334 31548085
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.816000 35943091
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.816000 35946250
homogeneous few big
&& dump.0.1.amd.Dehghani.light_in_tissue-1873.tree.nf 161696.385333 24748868
&& dump.1.3.metis.IPSO.HTC_336_4438-2534.tree.nf 23530.580667 76525811
&& dump.1.4.metis.IPSO.HTC_336_4438-2534.tree.nf 34628.722667 64169457
&& dump.0.1.amd.Bova.rma10-374.tree.nf 389872.153333 7680598
&& dump.0.1.amd.IPSO.HTC_336_4438-2534.tree.nf 42329.904667 1590851949
&& dump.0.1.amd.MaxPlanck.shallow_water1-2261.tree.nf 532136.757333 513387277
&& dump.0.1.amd.QY.case39-2136.tree.nf 95208.509333 14156373
&& dump.0.1.amd.TSOPF.TSOPF_RS_b300_c3-2239.tree.nf 999584.022000 118987943
&& dump.0.1.metis.Boeing.ct20stif-356.tree.nf 2990936.696000 13559241
&& dump.0.1.metis.Bova.rma10-374.tree.nf 260724.610000 6323719
&& dump.0.1.metis.CPM.cz40948-2567.tree.nf 1686.221333 27299046
&& dump.0.1.metis.DNVS.shipsec5-1280.tree.nf 36960992.806000 259250828
&& dump.0.1.metis.FEMLAB.sme3Dc-932.tree.nf 2697725.978000 9464216
&& dump.0.1.metis.Goodwin.rim-447.tree.nf 45999.924000 4061646
&& dump.0.1.metis.HVDC.hvdc2-1875.tree.nf 12367.174667 29766631
&& dump.0.1.metis.Schenk_IBMSDS.matrix_9-959.tree.nf 50962803.922667 545945950
&& dump.0.1.metis.Schmid.thermal1-1402.tree.nf 117732.755333 287972965
&& dump.0.1.metis.Shyy.shyy161-809.tree.nf 171149.256667 295119061
&& dump.0.1.metis.Wang.wang4-833.tree.nf 2117447.601333 30081843
&& dump.0.1.metis.Watson.Baumann-1855.tree.nf 6780649.463333 580703628
&& dump.1.1.amd.QY.case39-2136.tree.nf 130426.029333 10779430
&& dump.1.1.metis.CPM.cz40948-2567.tree.nf 1721.713333 13604701
&& dump.1.1.metis.IPSO.HTC_336_4438-2534.tree.nf 21389.586000 111384015
